Game ID,Wk,Day,Date,Time,Home,xG Home,G Home,Away,xG Away,G Away,Score,Home Avg Players Score,Away Avg Players Score,Prev_Rk_Home,Prev_MP_Home,Prev_W_Home,Prev_D_Home,Prev_L_Home,Prev_GF_Home,Prev_GA_Home,Prev_Pts_Home,Prev_Pts/MP_Home,Prev_Rk_Away,Prev_MP_Away,Prev_W_Away,Prev_D_Away,Prev_L_Away,Prev_GF_Away,Prev_GA_Away,Prev_Pts_Away,Prev_Pts/MP_Away
313,29,Sat,07/03/2020,17:30,Burnley,3.0,1,Tottenham,1.2,1,0,75.62,80.62,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
314,29,Sun,08/03/2020,14:00,Chelsea,1.8,4,Everton,0.5,0,1,75.06,76.62,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
315,29,Sun,08/03/2020,16:30,Manchester Utd,1.6,2,Manchester City,0.6,0,1,78.36,78.93,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
316,29,Mon,09/03/2020,20:00,Leicester City,2.1,4,Aston Villa,0.5,0,1,77.94,72.69,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,,,,,,,,,
318,28,Wed,17/06/2020,18:00,Aston Villa,1.4,0,Sheffield Utd,0.3,0,0,73.46,79.67,,,,,,,,,,,,,,,,,,
319,28,Wed,17/06/2020,20:15,Manchester City,2.6,3,Arsenal,0.3,0,1,83.27,82.69,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
321,30,Fri,19/06/2020,18:00,Norwich City,0.6,0,Southampton,1.7,3,-1,78.0,75.2,,,,,,,,,,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
322,30,Fri,19/06/2020,20:15,Tottenham,0.4,1,Manchester Utd,1.7,1,0,81.69,74.94,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
323,30,Sat,20/06/2020,12:30,Watford,1.3,1,Leicester City,1.0,1,0,77.64,77.88,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
324,30,Sat,20/06/2020,15:00,Brighton,1.0,2,Arsenal,0.8,1,1,79.33,74.8,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
325,30,Sat,20/06/2020,17:30,West Ham,0.5,0,Wolves,1.0,2,-1,74.69,73.73,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
326,30,Sat,20/06/2020,19:45,Bournemouth,0.5,0,Crystal Palace,0.8,2,-1,76.8,77.31,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
327,30,Sun,21/06/2020,14:00,Newcastle Utd,2.0,3,Sheffield Utd,0.6,0,1,81.94,71.86,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,,,,,,,,,
328,30,Sun,21/06/2020,16:15,Aston Villa,1.0,1,Chelsea,1.1,2,-1,75.08,82.54,,,,,,,,,,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
329,30,Sun,21/06/2020,19:00,Everton,0.9,0,Liverpool,0.7,0,0,79.71,78.12,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
330,30,Mon,22/06/2020,20:00,Manchester City,2.4,5,Burnley,0.0,0,1,76.47,78.36,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
332,31,Tue,23/06/2020,18:00,Leicester City,0.6,0,Brighton,1.1,0,0,78.07,77.8,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
333,31,Tue,23/06/2020,20:15,Tottenham,2.3,2,West Ham,1.2,0,1,82.62,75.81,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
334,31,Wed,24/06/2020,18:00,Norwich City,0.4,0,Everton,0.8,1,-1,77.31,75.08,,,,,,,,,,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
335,31,Wed,24/06/2020,18:00,Wolves,1.7,1,Bournemouth,0.1,0,1,74.08,78.75,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
336,31,Wed,24/06/2020,18:00,Manchester Utd,2.4,3,Sheffield Utd,0.1,0,1,74.79,82.88,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,,,,,,,,,
337,31,Wed,24/06/2020,18:00,Newcastle Utd,0.9,1,Aston Villa,1.6,1,0,78.2,75.36,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,,,,,,,,,
338,31,Wed,24/06/2020,20:15,Liverpool,2.4,4,Crystal Palace,0.1,0,1,75.46,79.53,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
339,31,Thu,25/06/2020,18:00,Southampton,0.9,0,Arsenal,1.9,2,-1,72.33,81.12,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
340,31,Thu,25/06/2020,18:00,Burnley,0.9,1,Watford,0.7,0,1,71.75,76.88,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
341,31,Thu,25/06/2020,20:15,Chelsea,3.2,2,Manchester City,0.8,1,1,74.69,77.2,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
343,32,Sat,27/06/2020,12:30,Aston Villa,0.6,0,Wolves,0.7,1,-1,74.57,79.25,,,,,,,,,,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
344,32,Sun,28/06/2020,16:30,Watford,0.5,1,Southampton,1.3,3,-1,75.5,82.5,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
345,32,Mon,29/06/2020,20:00,Crystal Palace,0.9,0,Burnley,0.4,1,-1,78.14,76.12,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
346,32,Tue,30/06/2020,20:15,Brighton,0.4,0,Manchester Utd,1.0,3,-1,73.33,76.07,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
347,32,Wed,01/07/2020,18:00,Bournemouth,1.6,1,Newcastle Utd,1.8,4,-1,78.71,78.33,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
348,32,Wed,01/07/2020,18:00,Everton,1.2,2,Leicester City,1.8,1,1,74.5,78.07,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
349,32,Wed,01/07/2020,18:00,Arsenal,1.5,4,Norwich City,0.3,0,1,81.33,74.5,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,,,,,,,,,
350,32,Wed,01/07/2020,20:15,West Ham,2.2,3,Chelsea,1.6,2,1,79.53,71.75,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
351,32,Thu,02/07/2020,18:00,Sheffield Utd,1.6,3,Tottenham,1.1,1,1,76.43,80.0,,,,,,,,,,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
352,32,Thu,02/07/2020,20:15,Manchester City,2.4,4,Liverpool,1.1,0,1,74.79,77.73,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
354,33,Sat,04/07/2020,12:30,Norwich City,0.6,0,Brighton,1.0,1,-1,78.06,83.67,,,,,,,,,,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
355,33,Sat,04/07/2020,15:00,Leicester City,2.8,3,Crystal Palace,0.8,0,1,77.08,74.67,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
356,33,Sat,04/07/2020,15:00,Manchester Utd,2.5,5,Bournemouth,1.8,2,1,76.62,73.46,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
357,33,Sat,04/07/2020,17:30,Wolves,1.2,0,Arsenal,1.3,2,-1,75.36,81.31,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
358,33,Sat,04/07/2020,20:00,Chelsea,2.5,3,Watford,0.6,0,1,73.57,75.38,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
359,33,Sun,05/07/2020,12:00,Burnley,1.3,1,Sheffield Utd,1.1,1,0,76.29,75.47,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,,,,,,,,,
360,33,Sun,05/07/2020,14:15,Newcastle Utd,1.4,2,West Ham,2.1,2,0,72.93,74.69,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
361,33,Sun,05/07/2020,16:30,Liverpool,0.7,2,Aston Villa,0.7,0,1,74.5,75.07,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,,,,,,,,,
362,33,Sun,05/07/2020,19:00,Southampton,0.6,1,Manchester City,3.2,0,1,78.47,76.19,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
363,33,Mon,06/07/2020,20:00,Tottenham,0.5,1,Everton,0.5,0,1,75.5,76.86,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
365,34,Tue,07/07/2020,18:00,Crystal Palace,1.5,2,Chelsea,1.9,3,-1,78.15,74.62,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
366,34,Tue,07/07/2020,18:00,Watford,1.2,2,Norwich City,1.2,1,1,75.14,83.21,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,,,,,,,,,
367,34,Tue,07/07/2020,20:15,Arsenal,1.1,1,Leicester City,0.9,1,0,73.0,78.07,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
368,34,Wed,08/07/2020,18:00,Manchester City,2.8,5,Newcastle Utd,0.3,0,1,80.77,76.29,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
369,34,Wed,08/07/2020,18:00,West Ham,1.6,0,Burnley,0.9,1,-1,82.5,79.47,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
370,34,Wed,08/07/2020,18:00,Sheffield Utd,0.5,1,Wolves,0.4,0,1,76.25,75.14,,,,,,,,,,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
371,34,Wed,08/07/2020,20:15,Brighton,2.4,1,Liverpool,2.5,3,-1,76.31,80.47,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
372,34,Thu,09/07/2020,18:00,Everton,1.0,1,Southampton,2.4,1,0,74.43,73.64,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
373,34,Thu,09/07/2020,18:00,Bournemouth,1.4,0,Tottenham,0.5,0,0,78.0,75.6,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
374,34,Thu,09/07/2020,20:15,Aston Villa,0.5,0,Manchester Utd,2.3,3,-1,74.77,79.53,,,,,,,,,,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
376,35,Sat,11/07/2020,12:30,Norwich City,0.6,0,West Ham,3.5,4,-1,79.06,76.75,,,,,,,,,,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
377,35,Sat,11/07/2020,12:30,Watford,3.4,2,Newcastle Utd,1.3,1,1,76.8,73.33,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
378,35,Sat,11/07/2020,15:00,Liverpool,1.7,1,Burnley,0.4,1,0,75.81,82.12,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
379,35,Sat,11/07/2020,17:30,Sheffield Utd,2.3,3,Chelsea,1.2,0,1,74.69,75.12,,,,,,,,,,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
380,35,Sat,11/07/2020,20:00,Brighton,0.2,0,Manchester City,4.4,5,-1,78.93,75.69,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
381,35,Sun,12/07/2020,12:00,Wolves,2.6,3,Everton,0.3,0,1,72.71,80.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
382,35,Sun,12/07/2020,14:15,Aston Villa,1.7,2,Crystal Palace,1.2,0,1,76.5,73.29,,,,,,,,,,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
383,35,Sun,12/07/2020,16:30,Tottenham,2.0,2,Arsenal,0.6,1,1,79.93,76.5,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
384,35,Sun,12/07/2020,19:00,Bournemouth,2.5,4,Leicester City,1.5,1,1,76.07,73.21,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
385,35,Mon,13/07/2020,20:00,Manchester Utd,1.5,2,Southampton,1.6,2,0,78.14,75.38,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
387,36,Tue,14/07/2020,20:15,Chelsea,2.5,1,Norwich City,0.1,0,1,83.64,78.36,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,,,,,,,,,
388,36,Wed,15/07/2020,18:00,Newcastle Utd,1.1,1,Tottenham,1.5,3,-1,76.0,83.23,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
389,36,Wed,15/07/2020,18:00,Burnley,1.9,1,Wolves,1.2,1,0,84.36,80.14,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
390,36,Wed,15/07/2020,18:00,Manchester City,0.7,2,Bournemouth,1.6,1,1,78.0,78.86,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
391,36,Wed,15/07/2020,20:15,Arsenal,0.8,2,Liverpool,2.1,1,1,77.29,79.79,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
392,36,Thu,16/07/2020,18:00,Leicester City,2.6,2,Sheffield Utd,0.7,0,1,80.0,76.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,,,,,,,,,
393,36,Thu,16/07/2020,18:00,Everton,0.9,1,Aston Villa,1.3,1,0,77.57,75.0,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,,,,,,,,,
394,36,Thu,16/07/2020,20:15,Crystal Palace,0.6,0,Manchester Utd,2.2,2,-1,75.21,83.29,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
395,36,Thu,16/07/2020,20:15,Southampton,2.5,1,Brighton,0.7,1,0,80.29,75.17,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
396,36,Fri,17/07/2020,20:00,West Ham,0.9,3,Watford,1.5,1,1,75.46,76.07,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
398,37,Sat,18/07/2020,17:30,Norwich City,0.3,0,Burnley,1.8,2,-1,81.36,75.79,,,,,,,,,,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05
399,37,Sun,19/07/2020,14:00,Bournemouth,0.5,0,Southampton,2.5,2,-1,79.14,78.71,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03
400,37,Sun,19/07/2020,16:00,Tottenham,0.8,3,Leicester City,1.7,0,1,80.07,80.71,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37
401,37,Mon,20/07/2020,18:00,Brighton,0.8,0,Newcastle Utd,0.9,0,0,72.93,83.07,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18
402,37,Mon,20/07/2020,18:00,Sheffield Utd,0.5,0,Everton,0.4,1,-1,75.86,75.14,,,,,,,,,,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42
403,37,Mon,20/07/2020,20:15,Wolves,1.5,2,Crystal Palace,0.4,0,1,79.85,79.64,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29
404,37,Tue,21/07/2020,18:00,Watford,0.1,0,Manchester City,3.3,4,-1,75.86,75.92,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58
405,37,Tue,21/07/2020,20:15,Aston Villa,0.6,1,Arsenal,0.6,0,1,74.71,73.36,,,,,,,,,,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84
406,37,Wed,22/07/2020,18:00,Manchester Utd,0.6,1,West Ham,1.5,1,0,74.71,76.36,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37
407,37,Wed,22/07/2020,20:15,Liverpool,1.7,5,Chelsea,2.4,3,1,75.21,83.43,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89
409,38,Sun,26/07/2020,16:00,Everton,1.7,1,Bournemouth,1.5,3,-1,80.93,82.71,8.0,38.0,15.0,9.0,14.0,54.0,46.0,54.0,1.42,14.0,38.0,13.0,6.0,19.0,56.0,70.0,45.0,1.18
410,38,Sun,26/07/2020,16:00,Leicester City,0.8,0,Manchester Utd,1.3,2,-1,73.47,81.07,9.0,38.0,15.0,7.0,16.0,51.0,48.0,52.0,1.37,6.0,38.0,19.0,9.0,10.0,65.0,54.0,66.0,1.74
411,38,Sun,26/07/2020,16:00,Southampton,1.7,3,Sheffield Utd,1.4,1,1,81.81,75.13,16.0,38.0,9.0,12.0,17.0,45.0,65.0,39.0,1.03,,,,,,,,,
412,38,Sun,26/07/2020,16:00,Arsenal,2.3,3,Watford,3.7,2,1,76.79,81.5,5.0,38.0,21.0,7.0,10.0,73.0,51.0,70.0,1.84,11.0,38.0,14.0,8.0,16.0,52.0,59.0,50.0,1.32
413,38,Sun,26/07/2020,16:00,Crystal Palace,0.8,1,Tottenham,0.3,1,0,72.8,75.75,12.0,38.0,14.0,7.0,17.0,51.0,53.0,49.0,1.29,4.0,38.0,23.0,2.0,13.0,67.0,39.0,71.0,1.87
414,38,Sun,26/07/2020,16:00,Manchester City,3.2,5,Norwich City,1.0,0,1,74.69,71.47,1.0,38.0,32.0,2.0,4.0,95.0,23.0,98.0,2.58,,,,,,,,,
415,38,Sun,26/07/2020,16:00,Chelsea,1.4,2,Wolves,0.2,0,1,82.0,74.69,3.0,38.0,21.0,9.0,8.0,63.0,39.0,72.0,1.89,7.0,38.0,16.0,9.0,13.0,47.0,46.0,57.0,1.5
416,38,Sun,26/07/2020,16:00,West Ham,0.9,1,Aston Villa,1.0,1,0,81.62,74.5,10.0,38.0,15.0,7.0,16.0,52.0,55.0,52.0,1.37,,,,,,,,,
417,38,Sun,26/07/2020,16:00,Newcastle Utd,0.1,1,Liverpool,0.6,3,-1,74.27,76.0,13.0,38.0,12.0,9.0,17.0,42.0,48.0,45.0,1.18,2.0,38.0,30.0,7.0,1.0,89.0,22.0,97.0,2.55
418,38,Sun,26/07/2020,16:00,Burnley,1.7,1,Brighton,1.2,2,-1,83.07,69.44,15.0,38.0,11.0,7.0,20.0,45.0,68.0,40.0,1.05,17.0,38.0,9.0,9.0,20.0,35.0,60.0,36.0,0.95
